,headline,rank,comment,participant,sequence,global_index,index,con,newsOrder,word_count
14,Whole Preserved Baby Wolly Mammoth Found in Canada,3,Not as attractive and missing some info,13,2,501,oiSOL7I2jnXllXIzwSuF7VwmaVu1,2,17,8
15,Frozen in Time: Baby Woolly Mammoth Discovered in Canadian Permafrost,2,Attractive but missing a bit of info,13,2,308,RZI4FdNDcbgodjwzKAXc9so6YDW2,4,17,10
16,Completely preserved mammoth calf entombed in permafrost for millennia,5,Missing lots of info,13,2,567,qiebo7O3TBach9qu1AqrWu2cAB23,3,17,9
17,Intact wooly mammoth baby uncovered in northwestern Canada,6,Misleading but attractive,13,2,817,original,0,17,8
18,New Mexico wildfire highlights need for better planning amid climate change,2,"Clear, not as attractive as 1",13,3,716,uIQjNU1bgVfp0K8B7po65McKCZF2,5,13,11
19,Controlled burn expands to largest wildfire in state history,6,Missing lots of info,13,3,57,7WX00yoU07X1UKaG8WH0cYKB25S2,2,13,9
20,Report: U.S. Forest Service Underestimated Climate Change When Planning Controlled Burn,3,Not in good taste,13,3,833,gpt3,1,13,11
21,Forest Service Chief: Climate change is leading to conditions on the ground we have never encountered,1,Most accurate and in good taste,13,3,27,7JxCyzwb75XSvEX7Bd8owuOlaPN2,3,13,16
22,U.S. Forest Service admits climate change miscalculation in New Mexico fire,3,Not in good taste,13,3,813,original,0,13,11
23,"Climate change leads to larger, more frequent wildfires",5,Missing info,13,3,373,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,13,8
24,Why American Lawns Are Bad for the Environment,6,A bit misleading,13,4,832,gpt3,1,12,8
25,The ecological drawbacks of lawns,3,OK but missing info,13,4,297,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,12,5
26,Is your lawn harming the planet? Scientists say it's time to rethink our obsession with grass,5,Attractive but not in good taste,13,4,686,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,12,16
27,It's time to rethink the American lawn,4,Attractive but missing info,13,4,249,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,12,7
28,Scientists say lawns could harm the environment,1,Most accurate and attractive,13,4,44,7WX00yoU07X1UKaG8WH0cYKB25S2,2,12,7
29,"Leaf blowers, lawn mowers and fertilizer: How lawns contribute to climate change",2,"Almost clear;missing info; ""negative"" climate change",13,4,812,original,0,12,12
30,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,3,Attractive but missing info on 7 states,13,5,810,original,0,10,12
31,"Warmer, Drier West' Leads States to Conserve Water Levels",4,"Missing info about Colorado River, misleading on how many states",13,5,394,Z1Iwjxc3JTVX87gD9pHXNdu3ubs2,2,10,9
32,Federal official warns of water cuts to seven states next year due to diminished Colorado River reservoirs,2,Attractive but a little long,13,5,578,qiebo7O3TBach9qu1AqrWu2cAB23,3,10,17
33,"Colorado River Reservoirs Diminishing, Water Restrictions Necessary In Some Western States",1,"Clear, good summary of article without being too long",13,5,196,IUccO19kQBYLnovtvPkCbJuUIZ22,5,10,11
34," Water shortages on the Colorado River to worsen next year, federal official warns",5,Missing info on supply cuts,13,5,485,m7KQ8g7gWlSVWMijbFfWYvT4PCt1,4,10,13
35,"""Federal Official Warns of Severe Water Shortages in Western US""",6,"Missing lots of info--Colorado River, water supply cuts to states",13,5,830,gpt3,1,10,10
36,Researchers Agree Covid-19 Vaccines Saved Millions of Lives,2,OK but not as attractive,13,6,7,4G2vztY28Fee0nAkx43fXlepBSg1,2,8,8
37,"COVID vaccines saved 20M lives in 1st year, scientists say",4,"OK, but other studies did not find 20 million and it was also technically less than 20 million",13,6,808,original,0,8,10
38,More Lives Could Have Been Saved With Stronger Push For International Vaccination Targets,6,Attractive though not in good taste,13,6,118,AtwFIMCkpLTdyT6zSPsQSMao2uj2,5,8,13
39,Even more deaths could have been prevented if international vaccination targets had been met,5,Attractive though not in good taste,13,6,641,sMExRMBJO2MNl0xTfoKBQwuWYIG3,3,8,14
40,"-COVID vaccines prevented catastrophic outcomes, new study finds",1,"Most attractive, clear",13,6,82,7vtosds1eTQWx6qaDn5FwExnVR63,4,8,8
41,Nearly 20 million lives saved by COVID-19 vaccines in first year,3,"OK, but other studies did not agree with 20 million",13,6,828,gpt3,1,8,11
42,Revelation at Senate Hearing: Seven-State Drought crisis caused by Climate Change,4,Missing key info about location and Colorado river,13,7,834,gpt3,1,14,11
43,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,3,"Attractive, no info on 7 states",13,7,814,original,0,14,12
44,States Dependent on Colorado River Facing Drought Conditions,6,"Missing info, misleading on how many states",13,7,608,rudzUe7r3LQRoyXDq2DnFEeLcnf1,4,14,8
45,Drought in the West: Seven states to see reduced water allotments next year,2,"Clear and attractive, though missing info on Colorado",13,7,703,uIQjNU1bgVfp0K8B7po65McKCZF2,5,14,13
46,Federal Official Warns of Reduced Water Allotments From Colorado River,1,"Clear, good info, concise",13,7,653,sMExRMBJO2MNl0xTfoKBQwuWYIG3,3,14,10
47,25 Million Face Losing Access to Colorado River After Megadrought Since 2000,5,Attractive but misdirecting focus,13,7,626,s4wcn5qAGNXbBA81IwDOZEdbNJU2,2,14,12
48,Egyptian President Welcomes Qatari Emir for Improved Bilateral Relations,2,"Clear, attractive, but a little lengthy",13,8,562,qiebo7O3TBach9qu1AqrWu2cAB23,3,0,9
49,Qatar's Emir Arrives in Cairo for Talks with President el-Sissi,5,Missing info on subject of the discussion,13,8,820,gpt3,1,0,10
50,Qatar's emir in Cairo for 1st time since Arab spat resolved,4,Clear but not in good taste,13,8,800,original,0,0,11
51,Qatar Emir Arrives in Cairo for Talks With President,6,"Missing info on subject of the discussion; also, which president?",13,8,370,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,0,9
52,Egypt And Qatar Improve Relations After Years Of Tension,1,Attractive while being clear,13,8,358,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,0,9
53,President El-Sissi Hosts Qatar to Discuss Diplomatic and Economic Relations,3,OK but missing info on outcome of the discussion,13,8,62,7qDm7De2l7ep8kn8fz4BUF52GF32,2,0,10
54,"It's not summer yet, but climate change is already showing its teeth in 2022",6,"Attractive, but a bit misleading",13,9,811,original,0,11,14
55,Climate Change Disasters Pile Up as Temperatures Continue to Rise,1,"On the fence about this being a little too pessimistic, but best out of the 6",13,9,831,gpt3,1,11,10
56,Climate change is already wreaking havoc on our world,3,"Accurate, but not in good taste, a little dark",13,9,468,lSToD6u7LuZJk20NqhMUk3jy22S2,4,11,9
57,Record-Breaking Temperatures and Humidity grip US,2,"Accurate,clear,  but missing some info",13,9,769,y4Jkz9bu0IfHkFpBhXhTmcYiV0h1,3,11,6
58,"Climate change causing extreme weather, deadly humidity",4,Missing key info,13,9,40,7WX00yoU07X1UKaG8WH0cYKB25S2,2,11,7
59,Study says heat-related weather events linked to climate change,5,Not really the main point,13,9,150,CHPvD2GusIUzZFAkiOpoRaDU1rE3,5,11,9
60,Japan gradually relaxes restrictions on foreign visitors,4,"A little misleading, restrictions are also relaxing for residents too",13,10,244,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,7,7
61,Japan Braces for Return of Foreign Tourists with English-Speaking Rickshaw Drivers,6,"Misleading, way more than just rickshaw drivers",13,10,827,gpt3,1,7,11
62,Signs of Returning Tourism Heartens Japanese Merchants,1,"Attractive, clear, accurate",13,10,391,Z1Iwjxc3JTVX87gD9pHXNdu3ubs2,2,7,7
63,"As COVID fears ebb, Japan readies for tourists from abroad",2,"Clear and accurate, a little bland",13,10,807,original,0,7,10
64," COVID  Restrictions Easing In Japan, Foreign Tourists Return",3,"Not sure if ""foreign"" is necessary",13,10,191,IUccO19kQBYLnovtvPkCbJuUIZ22,5,7,8
65,The Japanese tourism industry post-COVID,5,A little misleading on the focus of the article,13,10,282,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,7,5
66,Northern Ireland Protocol Bill Passing Causes Debate in House of Commons,2,"Also very good, though ""first hurdle"" was a little more attractive than ""debate""",13,11,67,7qDm7De2l7ep8kn8fz4BUF52GF32,2,1,11
67,Tory MPs Vote to Allow Johnson's Brexit Bill That Breaks International Law to Proceed,6,Accurate but not in good taste,13,11,111,AtwFIMCkpLTdyT6zSPsQSMao2uj2,5,1,14
68,UK MPs vote to allow Boris Johnson's Brexit bill to proceed,4,"Missing info, sounds like it was passed easily",13,11,789,zcTj1C8lA5hhXbeimKr2rjgIfWu2,3,1,11
69,UK Plan to Override Brexit Deal Passes Hurdle With Tory Dissent,3,"OK, not as descriptive as 1 and 2",13,11,801,original,0,1,11
70,Boris Johnson's Brexit Bill Clears First Hurdle In House Of Commons,1,"Clear, concise, informative",13,11,243,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,1,11
71,"Boris Johnson Proposes Bill to Override Brexit Deal, Causing divisions Within Tory Party",5,Not in good taste,13,11,821,gpt3,1,1,13
72,New species of bacteria discovered that is visible to the naked eye,2,"Missing info, though attractive",13,12,724,wBQfNRgqvPXLhj8GHPSa7Utdcw03,4,18,12
73,Scientists discover bacteria species visible to naked eye,2,"Missing info, though attractive",13,12,337,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,18,8
74,Photo shows newly-discovered bacteria so large they are visible to the naked eye,4,Lengthy while no emphasis on what the size means,13,12,818,original,0,18,13
75,Scientists Discover New Bacteria That's the Size of a Human Eyelash,6,Unclear on if that size means it's abnormally large or just large,13,12,838,gpt3,1,18,11
76,Largest bacteria ever seen challenges limits of what microbes can look like,1,"Detailed, attractive, good info",13,12,668,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,18,12
77," Scientists Discover New, Giant Species of Bacteria",5,Missing lots of info,13,12,355,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,18,7
78,"Booster Shots Protect Us from Covid-19... For Now, Some Scientist Believe.",6,Panic-causing. Not in good taste.,13,13,533,oniGMuSHR1Uxz4qKvfoKSPke6Z32,2,6,11
79,U.S. health authorities debate offering new COVID-19 booster shots to better match recent changes in the shape-shifting coronavirus.,2,Good info but too lengthy,13,13,826,gpt3,1,6,18
80,New Booster Shots Could Offer More Protection Against COVID Variants,1,Like that it's optimistic while still being realistic,13,13,181,IUccO19kQBYLnovtvPkCbJuUIZ22,5,6,10
81,FDA to debate updated COVID booster shots amid concerns of variant spread,4,Sounds like FDA is already against it,13,13,98,7vtosds1eTQWx6qaDn5FwExnVR63,4,6,12
82,US Health Authorities Weigh Pros and Cons of Updated COVID Booster Shots,3,OK though wish it was a little more optimistic,13,13,566,qiebo7O3TBach9qu1AqrWu2cAB23,3,6,12
83,US grapples with whether to modify COVID vaccine for fall,5,"A little misleading, sounds like scientists don't already have an updated vaccine",13,13,806,original,0,6,10
84,researchers use burial dating to accurately date early human fossils,4,"slightly not in good taste, stating earlier scientists did not date accurately",13,14,839,gpt3,1,19,10
85,Archeologists Use New Burial Dating Techniques on Human Ancestors,6,"A bit misleading, sounds morbid",13,14,521,oniGMuSHR1Uxz4qKvfoKSPke6Z32,2,19,9
86,Ancient fossils in the 'Cradle of Humankind' are more than 1 million years older than previously thought,3,Attractive but too long,13,14,819,original,0,19,17
87,Burial Dating Method Reveals New Details About Early Humans,2,Good but not as attractive as 1,13,14,255,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,19,9
88,Scientists use innovative 'burial dating' technique to date ancient human fossils,5,Missing info on new findings,13,14,782,zcTj1C8lA5hhXbeimKr2rjgIfWu2,3,19,11
89,New technique dating early human fossils reveals striking results,1,Attractive and great info without giving away too much,13,14,351,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,19,9
90,"Libya-Cairo Deal ""Commendable"" After Decade of Conflict",6,Off-topic,13,15,624,s4wcn5qAGNXbBA81IwDOZEdbNJU2,2,3,7
91,UN urges Libya factions to agree on measures for transition to elections,1,"Clear, accurate information",13,15,437,cOwKyYY29hRbhE9JwZyRBaPNgna2,4,3,12
92,Libya's Rival Factions Urged to Reach Agreement on Elections,5,Missing info. Who urged them? What about elections?,13,15,823,gpt3,1,3,9
93,UN urges Libya's rivals to agree on elections this week,4,What about elections was urged to be agreed on?,13,15,803,original,0,3,10
94,UN Political Chief Urges Libya's Rival Factions to Agree on Elections,3,More info than 4. What about elections was urged to be agreed on?,13,15,663,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,3,11
95,UN urges agreement on transition to elections in Libya,2,OK though wording could be better,13,15,687,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,3,9
96,Army National Guard reaches vaccinate deadline; thousands still unvaccinated,3,"Almost, but missing info about recruiting issue",13,16,568,qiebo7O3TBach9qu1AqrWu2cAB23,3,5,9
97,Army National Guard Faces Recruiting Crisis Amid Covid Vaccine Deadline,1,,13,16,825,gpt3,1,5,10
98,"Amid Vaccination Requirement Enforcement and Low Recruitment, US Military Slow to let Unvaccinated Troops go",2,Good info but second part may not be in good taste.,13,16,9,4G2vztY28Fee0nAkx43fXlepBSg1,2,5,15
99,Army National Guard vaccine deadline passes with many soldiers unvaccinated,3,Missing info about recruiting issue,13,16,737,wBQfNRgqvPXLhj8GHPSa7Utdcw03,4,5,10
100,Deadline passes and 1 in 10 Army National Guard soldiers still unvaccinated for Covid. Will they be expelled?,5,Lengthy and missing info on recruiting issue,13,16,805,original,0,5,18
101,Army National Guard facing contentious deadline for Covid vaccine,6,Not in good taste. Sounds unaccountable.,13,16,231,LoDaQFokdGWa9TWBH61EBRf6Q272,5,5,9
102,Oldest Evidence of Wildfire Identified in South Wales,3,No info about fungus or how it provided insight,13,17,79,7qDm7De2l7ep8kn8fz4BUF52GF32,2,15,8
103,Earliest evidence of wildfire found in Wales,4,Missing info. Where in Wales? What was the evidence?,13,17,815,original,0,15,7
104,Wildfires May Have Helped Raise Oxygen Levels on Earth,6,Not a key point in the article,13,17,611,rudzUe7r3LQRoyXDq2DnFEeLcnf1,4,15,9
105,New evidence suggests that wildfires were present on Earth 430 million years ago.,2,"Almost, but no mention of fungus",13,17,835,gpt3,1,15,13
106,Forest of Giant Fungi Went Up in Flames  Million Years Ago,5,Missing key info in the article,13,17,553,pYsoPM0aang4pLBPqHbUlrc285Y2,3,15,11
107,Charred fungal remains in Wales offer insight into early wildfires,1,"Great info on article, concise, clean",13,17,119,AtwFIMCkpLTdyT6zSPsQSMao2uj2,5,15,10
108,Fertiliser shortage leaves Tanzania farmers scrambling to find solutions,1,Title focuses on main impact of fertilizer shortage,13,18,292,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,4,9
109,Lack of Fertilizer Could Lead to Food Scarcity Around the World,5,"The article focuses mainly on Africa, not the world",13,18,511,oiSOL7I2jnXllXIzwSuF7VwmaVu1,2,4,11
110,Fertiliser shortage hits African farmers battling food crisis,4,"Same as 3. Also, hits all farmers, not just the ones battling food crisis",13,18,804,original,0,4,8
111,Global fertilizer prices skyrocketing due to Russia-Ukraine conflict,6,Not the main point of the article,13,18,89,7vtosds1eTQWx6qaDn5FwExnVR63,4,4,8
112,Fertiliser shortage putting Africa's food security at risk,3,"Food security not the main point, though it is one of the key details",13,18,695,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,4,8
